2.399999999999999911e-01,6.939354346040829569e+01,7.725672966102258954e+01,7.586640068887643906e+01,6.742193516076724791e+01,7.495532879878359722e+01,6.778330183275235754e+01,6.879040902093474585e+01,7.447737263849884926e+01,6.699288971819905214e+01,6.779321790425676397e+01,6.840202273368333863e+01,6.832614931026584770e+01,7.646869391734195176e+01,6.883148789312821236e+01,6.940097263369800373e+01,7.675677715184548333e+01,6.974363879644432984e+01,6.889670591565101176e+01,6.925678642274766617e+01,6.806952799519228847e+01,6.805642642226703742e+01
7.635647419999999741e+00,2.399999999999999911e-01,7.749550256859301101e+01,7.689551251961214007e+01,6.866674208717797967e+01,7.419140446479519824e+01,6.760502213771043500e+01,6.564977471109813223e+01,7.440220930775899433e+01,6.588586378019283529e+01,6.631826369792014475e+01,6.740543214045197828e+01,6.865863774386070872e+01,7.620887002533395105e+01,6.880454772760059257e+01,6.883860922865105181e+01,7.732893183245981561e+01,6.816103198021951926e+01,6.864558049238088699e+01,6.907931937447591508e+01,6.623062052377119358e+01,6.640400921702737946e+01
1.769212076953125035e+01,7.973711587423127867e+01,2.399999999999999911e-01,8.605143940000880320e+01,7.862147881060823806e+01,8.561152891811806853e+01,7.779755065155822535e+01,7.636679383294972467e+01,8.379597112196003650e+01,7.621413144983040411e+01,7.692311028802282635e+01,7.784738978954058553e+01,7.871285009077296024e+01,8.558968430909126823e+01,7.823389357966490820e+01,7.849980333033286684e+01,8.684218691531403067e+01,7.736332620004486671e+01,7.807247941892639176e+01,7.811326031655509894e+01,7.755958524514011287e+01,7.703178756243090675e+01
1.688188145624999947e+01,7.923836291438713886e+01,8.732132556440366500e+01,2.399999999999999911e-01,7.879897405151089629e+01,8.560503626766241325e+01,7.895924047402547785e+01,7.796997817067109793e+01,8.456787935901201081e+01,7.629988067506799609e+01,7.671923904170995456e+01,7.652476336102998289e+01,7.787933046406848803e+01,8.469684758452356732e+01,7.759045200992119362e+01,7.826863745976351083e+01,8.548463887731161037e+01,7.811691366659687219e+01,7.790942017524091057e+01,7.725935622727152463e+01,7.639829109505646443e+01,7.653922547390752129e+01
5.395300256249999649e+00,6.790272448454766163e+01,7.636337551948909663e+01,7.776853184252234996e+01,2.399999999999999911e-01,7.702190702201906447e+01,6.896513416025746324e+01,6.837020791527854158e+01,7.593202622587246253e+01,6.745467748961476673e+01,6.722035893046819410e+01,6.685165704830909306e+01,4.976096885322692742e+01,5.842181137744951513e+01,6.629712425084566974e+01,6.757284843811899577e+01,7.548031843900358240e+01,6.712637526399481658e+01,6.716590877214106570e+01,6.741911987793841377e+01,6.712076892380355275e+01,6.671667324645983399e+01
1.600710180468750110e+01,7.714993975537808524e+01,8.601836641956683138e+01,8.640343510998363286e+01,8.001410916889548730e+01,2.399999999999999911e-01,7.887650478464131254e+01,7.898718855740190747e+01,8.561207841962502130e+01,7.730173479516960811e+01,7.708984799077393291e+01,7.678457609634227765e+01,7.708013998247795939e+01,5.388641697380069218e+01,4.556224794938994194e+01,7.662171448883557900e+01,8.497938396513654880e+01,7.706634537150512188e+01,7.699771509744940090e+01,7.666663426918520940e+01,7.670235980740649495e+01,7.703159921874481597e+01
5.508401493750000100e+00,6.732243926271176804e+01,7.507301175658804482e+01,7.714215719448215225e+01,7.005080388724307738e+01,7.705303197613331179e+01,2.399999999999999911e-01,6.847716149729944846e+01,7.630272478461682795e+01,6.790744609708096391e+01,6.755457214920156161e+01,6.771677409459439900e+01,6.705754331113759292e+01,7.426894970018955178e+01,6.692299552099231619e+01,6.717671081106163911e+01,7.446936634630486651e+01,6.775387043512672847e+01,6.757290861127563630e+01,6.785601310343848525e+01,6.727874141708363709e+01,6.793536464610735948e+01
5.887722690000000370e+00,6.701482190837970165e+01,7.516060677721104355e+01,7.627069138041082397e+01,6.961152669634026324e+01,7.599225623397823881e+01,6.887802724652408415e+01,2.399999999999999911e-01,7.651507781188108481e+01,6.878959489056633458e+01,6.799625607976074093e+01,6.702470828016379301e+01,5.177299893562572208e+01,7.481403421427413036e+01,6.706395446656190984e+01,4.771883690329359240e+01,7.486837844243959239e+01,6.755386216750028439e+01,6.853752886914352871e+01,6.740357449660842803e+01,6.724041507115815364e+01,6.888177414627023154e+01
1.627420127343749812e+01,7.719949034515138919e+01,8.512238904055072908e+01,8.628241708674198662e+01,7.820949950264960648e+01,8.531336257023718872e+01,7.918328696336453731e+01,7.895649094779017219e+01,2.399999999999999911e-01,7.813199967192802831e+01,7.839776667841194069e+01,7.748543382389136980e+01,7.770215988896056558e+01,8.462248594508720601e+01,7.719733282112491679e+01,7.746098575680213116e+01,8.435447862086031989e+01,7.740189324484913413e+01,7.821844252255415597e+01,7.712213598152101213e+01,7.756000380717961207e+01,7.777403186868082230e+01
6.004747018125000224e+00,6.741703892535471709e+01,7.541034105286121303e+01,7.546112975172343340e+01,6.902174881035668363e+01,7.542373406227061139e+01,6.902364529342082733e+01,6.810330625670893312e+01,7.618075961751495129e+01,2.399999999999999911e-01,6.854695744367589327e+01,6.826372686501433407e+01,6.832286867070240532e+01,7.500712189575398270e+01,6.775547492731672605e+01,6.773053681748410781e+01,7.512820210489672945e+01,6.793770562083847153e+01,6.781806333322322189e+01,6.829836820832122157e+01,6.800091006834483665e+01,6.879696393215832018e+01
6.054105515624999434e+00,6.701265971260654908e+01,7.550267439794912150e+01,7.470770868171101142e+01,6.841521818038576441e+01,7.457845749698211080e+01,6.770123770100154559e+01,6.782660965576835110e+01,7.619855945277168985e+01,6.837162416312436619e+01,2.399999999999999911e-01,6.923023637018084742e+01,6.948040275484112271e+01,7.632087177343471751e+01,6.830168508270506322e+01,6.823421091536559402e+01,7.469426636339738934e+01,6.801598886060190807e+01,6.801752055003407804e+01,6.816502412753365547e+01,6.752565227413202820e+01,6.858968109576065331e+01
5.990556245624999221e+00,6.760486375580569529e+01,7.501229273561077093e+01,7.517257819429715937e+01,6.774894766912876776e+01,7.478498602683497154e+01,6.777813253659456905e+01,6.661904464673651205e+01,7.482673192703742870e+01,6.729091318889251738e+01,6.889796760246976248e+01,2.399999999999999911e-01,6.995307352563563086e+01,7.697590913733097295e+01,6.862620642305604690e+01,6.683397039294240471e+01,7.601310897670400379e+01,6.844904622785549009e+01,6.755188100608553725e+01,6.830802248423096046e+01,6.751559250940090351e+01,6.762650686277558520e+01
